location,lat,long,alt,year,bloom_date,bloom_doy
Switzerland/Zürich-Albisgütli,47.350869,8.510678,530,2010,2010-04-17,107
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,2010,2010-04-16,106
Switzerland/Zizers,46.931325,9.566175,600,2010,2010-04-10,100
Switzerland/Zürich-Witikon,47.3591,8.590272,620,2010,2010-04-23,113
Switzerland/Zweisimmen,46.555264,7.373433,965,2010,2010-05-06,126
Switzerland/L'Abergement,46.756178,6.490211,660,2011,2011-04-07,97
Switzerland/Adelboden,46.492022,7.561067,1350,2011,2011-04-16,106
Switzerland/Altdorf,46.872614,8.658569,470,2011,2011-04-03,93
Switzerland/Andeer,46.600961,9.422614,985,2011,2011-04-21,111
Switzerland/Appenzell,47.331994,9.415403,775,2011,2011-04-10,100
Switzerland/Aurigeno,46.236078,8.725292,350,2011,2011-04-01,91
Switzerland/Azmoos,47.076869,9.479753,480,2011,2011-04-07,97
Switzerland/Basel-Binningen,47.548594,7.582372,315,2011,2011-03-30,89
Switzerland/Bellelay,47.265314,7.165786,930,2011,2011-04-24,114
Switzerland/Birmensdorf,47.342472,8.444342,500,2011,2011-04-08,98
Switzerland/Biel,47.151194,7.254139,490,2011,2011-04-04,94
Switzerland/Bondo GR,46.337594,9.555908,825,2011,2011-04-09,99
Switzerland/Boudry,46.949492,6.834386,450,2011,2011-04-05,95
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,2011,2011-04-07,97
Switzerland/Bauma,47.364822,8.881672,640,2011,2011-04-09,99
Switzerland/Buchs,47.158028,9.469656,450,2011,2011-04-04,94
Switzerland/Cartigny,46.177483,6.014089,400,2011,2011-04-03,93
Switzerland/Chardonne,46.474036,6.835272,500,2011,2011-04-05,95
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,2011,2011-04-03,93
Switzerland/Changins,46.395917,6.229419,435,2011,2011-04-07,97
Switzerland/Chur,46.868244,9.5419,640,2011,2011-04-03,93
Switzerland/Chaumont,47.049108,6.978031,1150,2011,2011-04-23,113
Switzerland/Couvet,46.9213,6.637761,750,2011,2011-04-16,106
Switzerland/Diessenhofen,47.690281,8.744,410,2011,2011-04-07,97
Switzerland/Domat / Ems,46.834311,9.457442,580,2011,2011-04-02,92
Switzerland/Dornach,47.481642,7.611114,300,2011,2011-04-02,92
Switzerland/Döttingen,47.568867,8.249947,350,2011,2011-04-10,100
Switzerland/Disentis,46.699461,8.850803,1200,2011,2011-04-19,109
Switzerland/Eschen-Boja,47.218989,9.520044,580,2011,2011-04-06,96
Switzerland/Edlibach,47.179358,8.573208,750,2011,2011-04-13,103
Switzerland/Escholzmatt,46.898653,7.932344,910,2011,2011-04-22,112
Switzerland/Estavayer-le-Lac,46.841619,6.848706,450,2011,2011-04-10,100
Switzerland/Elm,46.921942,9.172731,1000,2011,2011-04-24,114
Switzerland/Entlebuch,46.987397,8.068953,765,2011,2011-04-13,103
Switzerland/Enges,47.056436,7.012192,820,2011,2011-04-17,107
Switzerland/Frauenfeld,47.560647,8.887883,405,2011,2011-04-04,94
Switzerland/Fiesch,46.400261,8.127792,1100,2011,2011-04-10,100
Switzerland/Flawil,47.415283,9.182167,630,2011,2011-04-17,107
Switzerland/Grellingen,47.441186,7.597728,350,2011,2011-04-05,95
Switzerland/Gstaad,46.438214,7.269478,1100,2011,2011-04-30,120
Switzerland/Heiden,47.442925,9.533178,800,2011,2011-04-16,106
Switzerland/Hallau,47.698183,8.457489,430,2011,2011-04-08,98
Switzerland/Horgen,47.265269,8.582169,450,2011,2011-04-07,97
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,2011,2011-04-08,98
Switzerland/Jenaz,46.928553,9.710558,800,2011,2011-04-10,100
Switzerland/Laufenburg,47.561031,8.063136,330,2011,2011-04-07,97
Switzerland/Locarno,46.169278,8.798214,200,2011,2011-03-28,87
Switzerland/Leytron,46.18625,7.21845,480,2011,2011-04-04,94
Switzerland/Leysin,46.340108,7.009622,1250,2011,2011-04-22,112
Switzerland/Linthal,46.915883,8.993658,695,2011,2011-04-12,102
Switzerland/Liestal,47.481403,7.730519,350,2011,2011-04-03,93
Switzerland/Longirod,46.498772,6.26595,900,2011,2011-04-13,103
Switzerland/Le Locle,47.047992,6.754314,1020,2011,2011-04-25,115
Switzerland/Locarno-Monti,46.172556,8.787417,370,2011,2011-03-24,83
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,2011,2011-04-28,118
Switzerland/Luzern,47.062769,8.342442,580,2011,2011-04-10,100
Switzerland/Moudon,46.646331000000004,6.777689,600,2011,2011-04-09,99
Switzerland/Merishausen,47.763636,8.612414,540,2011,2011-04-07,97
Switzerland/Morgins VS,46.2415,6.850589,1380,2011,2011-05-10,130
Switzerland/Comprovasco / Motto,46.442531,8.950197,500,2011,2011-04-06,96
"Switzerland/Muri, AG",47.265317,8.332283,550,2011,2011-04-08,98
Switzerland/Moutier,47.279386,7.385775,530,2011,2011-04-13,103
Switzerland/Martina,46.884997,10.464608,1050,2011,2011-05-01,121
Switzerland/Murg,47.108222,9.217372,500,2011,2011-04-08,98
Switzerland/Näfels,47.092389,9.0719360000000009,440,2011,2011-04-07,97
Switzerland/Neuhausen,47.681939,8.615533,435,2011,2011-04-09,99
Switzerland/Orbe / Bochuz,46.722633,6.536061,485,2011,2011-04-04,94
Switzerland/Oeschberg,47.126578,7.613264,485,2011,2011-04-07,97
Switzerland/Oberehrendingen,47.481914,8.332208,490,2011,2011-04-10,100
Switzerland/Osterfingen,47.656878,8.490242,410,2011,2011-04-09,99
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,2011,2011-04-24,114
Switzerland/Posieux,46.761672,7.098294,680,2011,2011-04-08,98
Switzerland/Prato-Sornico,46.394025,8.655608,750,2011,2011-04-11,101
"Switzerland/Stein, AR II",47.381969,9.348772,825,2011,2011-04-18,108
Switzerland/Rafz,47.620414,8.542733,515,2011,2011-04-15,105
"Switzerland/Raperswilen, TG",47.632486,9.048642,595,2011,2011-04-11,101
Switzerland/Les Rangiers,47.381992,7.215775,865,2011,2011-04-11,101
Switzerland/Rorschach,47.472492,9.494931,450,2011,2011-04-07,97
Switzerland/Scuol,46.794394,10.296356,1240,2011,2011-04-22,112
Switzerland/Schiers,46.965036,9.685814,800,2011,2011-04-12,102
Switzerland/Schönenwerd,47.365283,7.999019,450,2011,2011-04-10,100
Switzerland/Seon,47.338319,8.153353,550,2011,2011-04-06,96
Switzerland/Seewis Dorf,46.965358,9.632064,960,2011,2011-04-11,101
Switzerland/Le SÈpey,46.365406,7.065819,1265,2011,2011-04-20,110
Switzerland/Sagno TI,45.857811,9.033789,670,2011,2011-04-04,94
Switzerland/Sargans II,47.050589,9.439256,480,2011,2011-04-10,100
Switzerland/Simplon-Dorf,46.195022,8.056794,1475,2011,2011-04-30,120
Switzerland/Sihlbrugg,47.219356,8.5767,480,2011,2011-04-11,101
Switzerland/Silenen,46.782531,8.669625,510,2011,2011-04-08,98
Switzerland/St. Luc,46.222336,7.594153,1650,2011,2011-04-24,114
Switzerland/Sarnen,46.894217,8.252236,500,2011,2011-04-07,97
Switzerland/Stampa,46.34585,9.595214,1000,2011,2011-04-10,100
Switzerland/Sta. Maria (Val Mustair),46.603092,10.421956,1390,2011,2011-04-23,113
Switzerland/Therwil,47.499697,7.558086,310,2011,2011-04-04,94
Switzerland/Trient,46.048003,6.993797,1300,2011,2011-05-01,121
Switzerland/Thusis,46.709511,9.44165,700,2011,2011-04-06,96
Switzerland/Vals,46.622889,9.182461,1250,2011,2011-04-29,119
Switzerland/Vergeletto,46.225417,8.605172,1100,2011,2011-04-11,101
Switzerland/Versoix,46.290431,6.137128,440,2011,2011-04-01,91
Switzerland/Villnachern,47.470556,8.154928,415,2011,2011-04-04,94
Switzerland/Vira / Gambarogno,46.143428,8.841697,210,2011,2011-04-02,92
Switzerland/La Valsainte,46.648728,7.182475,1050,2011,2011-04-18,108
Switzerland/Wädenswil,47.223239,8.679778,480,2011,2011-04-09,99
"Switzerland/Wattwil, SG",47.289853,9.104422,625,2011,2011-04-20,110
Switzerland/Wengen,46.603731,7.921556,1300,2011,2011-04-20,110
Switzerland/Wetzikon,47.320664,8.814333,555,2011,2011-04-09,99
Switzerland/Wiliberg,47.279603,8.027331,650,2011,2011-04-10,100
Switzerland/Wildhaus,47.205022,9.352617,1100,2011,2011-05-02,122
"Switzerland/Wil, SG",47.461458,9.056733,600,2011,2011-04-08,98
Switzerland/Wolhusen,47.064342,8.071028,580,2011,2011-04-16,106
Switzerland/Worb BE,46.924433,7.577772,600,2011,2011-04-02,92
Switzerland/Winterthur,47.474228,8.795444,580,2011,2011-04-08,98
Switzerland/Wynau,47.256317,7.808556,450,2011,2011-04-08,98
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,2011,2011-04-05,95
Switzerland/Zizers,46.931325,9.566175,600,2011,2011-04-03,93
Switzerland/Zürich-Witikon,47.3591,8.590272,620,2011,2011-04-05,95
Switzerland/Zweisimmen,46.555264,7.373433,965,2011,2011-04-20,110
Switzerland/L'Abergement,46.756178,6.490211,660,2012,2012-04-06,97
Switzerland/Adelboden,46.492022,7.561067,1350,2012,2012-05-06,127
Switzerland/Altdorf,46.872614,8.658569,470,2012,2012-04-04,95
Switzerland/Andeer,46.600961,9.422614,985,2012,2012-05-03,124
Switzerland/Appenzell,47.331994,9.415403,775,2012,2012-04-13,104
Switzerland/Aurigeno,46.236078,8.725292,350,2012,2012-03-29,89
Switzerland/Azmoos,47.076869,9.479753,480,2012,2012-04-10,101
Switzerland/Basel-Binningen,47.548594,7.582372,315,2012,2012-03-28,88
Switzerland/Bellelay,47.265314,7.165786,930,2012,2012-05-01,122
Switzerland/Birmensdorf,47.342472,8.444342,500,2012,2012-04-12,103
Switzerland/Biel,47.151194,7.254139,490,2012,2012-04-05,96
Switzerland/Bondo GR,46.337594,9.555908,825,2012,2012-04-07,98
Switzerland/Boudry,46.949492,6.834386,450,2012,2012-04-03,94
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,2012,2012-04-01,92
Switzerland/Bauma,47.364822,8.881672,640,2012,2012-04-18,109
Switzerland/Buchs,47.158028,9.469656,450,2012,2012-04-03,94
Switzerland/Cartigny,46.177483,6.014089,400,2012,2012-03-31,91
Switzerland/Chardonne,46.474036,6.835272,500,2012,2012-04-01,92
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,2012,2012-03-28,88
Switzerland/Chur,46.868244,9.5419,640,2012,2012-04-05,96
Switzerland/Chaumont,47.049108,6.978031,1150,2012,2012-04-30,121
Switzerland/Couvet,46.9213,6.637761,750,2012,2012-05-01,122
Switzerland/Diessenhofen,47.690281,8.744,410,2012,2012-04-11,102
Switzerland/Domat / Ems,46.834311,9.457442,580,2012,2012-04-04,95
Switzerland/Dornach,47.481642,7.611114,300,2012,2012-04-02,93
Switzerland/Döttingen,47.568867,8.249947,350,2012,2012-04-02,93
Switzerland/Disentis,46.699461,8.850803,1200,2012,2012-05-01,122
Switzerland/Eschen-Boja,47.218989,9.520044,580,2012,2012-04-06,97
Switzerland/Edlibach,47.179358,8.573208,750,2012,2012-04-07,98
Switzerland/Escholzmatt,46.898653,7.932344,910,2012,2012-04-30,121
Switzerland/Estavayer-le-Lac,46.841619,6.848706,450,2012,2012-04-24,115
Switzerland/Entlebuch,46.987397,8.068953,765,2012,2012-04-26,117
Switzerland/Enges,47.056436,7.012192,820,2012,2012-04-19,110
Switzerland/Frauenfeld,47.560647,8.887883,405,2012,2012-04-03,94
Switzerland/Fiesch,46.400261,8.127792,1100,2012,2012-04-28,119
Switzerland/Flawil,47.415283,9.182167,630,2012,2012-04-22,113
Switzerland/Gadmen,46.736853,8.351842,1205,2012,2012-05-11,132
Switzerland/Grellingen,47.441186,7.597728,350,2012,2012-04-04,95
Switzerland/Gstaad,46.438214,7.269478,1100,2012,2012-05-15,136
Switzerland/Heiden,47.442925,9.533178,800,2012,2012-04-25,116
Switzerland/Hallau,47.698183,8.457489,430,2012,2012-04-08,99
Switzerland/Horgen,47.265269,8.582169,450,2012,2012-04-11,102
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,2012,2012-04-06,97
Switzerland/Jenaz,46.928553,9.710558,800,2012,2012-04-26,117
Switzerland/Laufenburg,47.561031,8.063136,330,2012,2012-04-06,97
Switzerland/Locarno,46.169278,8.798214,200,2012,2012-03-21,81
Switzerland/Leytron,46.18625,7.21845,480,2012,2012-03-25,85
Switzerland/Leysin,46.340108,7.009622,1250,2012,2012-05-06,127
Switzerland/Liddes,45.988267,7.180528,1350,2012,2012-06-02,154
Switzerland/Linthal,46.915883,8.993658,695,2012,2012-04-23,114
Switzerland/Liestal,47.481403,7.730519,350,2012,2012-03-30,90
Switzerland/Longirod,46.498772,6.26595,900,2012,2012-04-27,118
Switzerland/Le Locle,47.047992,6.754314,1020,2012,2012-05-02,123
Switzerland/Locarno-Monti,46.172556,8.787417,370,2012,2012-03-19,79
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,2012,2012-05-04,125
Switzerland/Luzern,47.062769,8.342442,580,2012,2012-04-26,117
Switzerland/Moudon,46.646331000000004,6.777689,600,2012,2012-04-14,105
Switzerland/Merishausen,47.763636,8.612414,540,2012,2012-04-10,101
Switzerland/Comprovasco / Motto,46.442531,8.950197,500,2012,2012-04-03,94
"Switzerland/Muri, AG",47.265317,8.332283,550,2012,2012-04-08,99
Switzerland/Moutier,47.279386,7.385775,530,2012,2012-04-25,116
Switzerland/Martina,46.884997,10.464608,1050,2012,2012-05-09,130
Switzerland/Murg,47.108222,9.217372,500,2012,2012-04-06,97
Switzerland/Näfels,47.092389,9.0719360000000009,440,2012,2012-04-15,106
Switzerland/Neuhausen,47.681939,8.615533,435,2012,2012-04-07,98
Switzerland/Orbe / Bochuz,46.722633,6.536061,485,2012,2012-04-04,95
Switzerland/Oeschberg,47.126578,7.613264,485,2012,2012-04-08,99
Switzerland/Oberehrendingen,47.481914,8.332208,490,2012,2012-04-04,95
Switzerland/Orvin,47.157753,7.214464,700,2012,2012-04-19,110
Switzerland/Osterfingen,47.656878,8.490242,410,2012,2012-04-07,98
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,2012,2012-04-29,120
Switzerland/Prato-Sornico,46.394025,8.655608,750,2012,2012-03-31,91
"Switzerland/Stein, AR II",47.381969,9.348772,825,2012,2012-05-01,122
Switzerland/Rafz,47.620414,8.542733,515,2012,2012-04-05,96
"Switzerland/Raperswilen, TG",47.632486,9.048642,595,2012,2012-04-21,112
Switzerland/Les Rangiers,47.381992,7.215775,865,2012,2012-04-30,121
Switzerland/Rorschach,47.472492,9.494931,450,2012,2012-04-07,98
Switzerland/Scuol,46.794394,10.296356,1240,2012,2012-05-03,124
Switzerland/Schiers,46.965036,9.685814,800,2012,2012-04-24,115
Switzerland/Schönenwerd,47.365283,7.999019,450,2012,2012-04-10,101
Switzerland/Seon,47.338319,8.153353,550,2012,2012-04-10,101
Switzerland/Le SÈpey,46.365406,7.065819,1265,2012,2012-05-10,131
Switzerland/Sagno TI,45.857811,9.033789,670,2012,2012-04-02,93
Switzerland/Sargans II,47.050589,9.439256,480,2012,2012-04-10,101
Switzerland/Simplon-Dorf,46.195022,8.056794,1475,2012,2012-05-08,129
Switzerland/Sihlbrugg,47.219356,8.5767,480,2012,2012-04-10,101
Switzerland/Silenen,46.782531,8.669625,510,2012,2012-04-14,105
Switzerland/St. Luc,46.222336,7.594153,1650,2012,2012-05-12,133
Switzerland/Sarnen,46.894217,8.252236,500,2012,2012-04-11,102
Switzerland/Stampa,46.34585,9.595214,1000,2012,2012-04-27,118
Switzerland/Sta. Maria (Val Mustair),46.603092,10.421956,1390,2012,2012-05-02,123
Switzerland/Trient,46.048003,6.993797,1300,2012,2012-05-01,122
Switzerland/Thusis,46.709511,9.44165,700,2012,2012-04-17,108
Switzerland/Vals,46.622889,9.182461,1250,2012,2012-05-12,133
Switzerland/Vergeletto,46.225417,8.605172,1100,2012,2012-04-03,94
Switzerland/Versoix,46.290431,6.137128,440,2012,2012-04-28,119
Switzerland/Villnachern,47.470556,8.154928,415,2012,2012-04-01,92
Switzerland/Vira / Gambarogno,46.143428,8.841697,210,2012,2012-03-30,90
Switzerland/La Valsainte,46.648728,7.182475,1050,2012,2012-04-28,119
Switzerland/Wädenswil,47.223239,8.679778,480,2012,2012-04-08,99
"Switzerland/Wattwil, SG",47.289853,9.104422,625,2012,2012-05-01,122
Switzerland/Wengen,46.603731,7.921556,1300,2012,2012-05-03,124
Switzerland/Wetzikon,47.320664,8.814333,555,2012,2012-04-10,101
Switzerland/Wiliberg,47.279603,8.027331,650,2012,2012-04-12,103
Switzerland/Wildhaus,47.205022,9.352617,1100,2012,2012-05-06,127
"Switzerland/Wil, SG",47.461458,9.056733,600,2012,2012-04-10,101
Switzerland/Wolhusen,47.064342,8.071028,580,2012,2012-04-22,113
Switzerland/Worb BE,46.924433,7.577772,600,2012,2012-04-12,103
Switzerland/Winterthur,47.474228,8.795444,580,2012,2012-04-11,102
Switzerland/Wynau,47.256317,7.808556,450,2012,2012-04-18,109
Switzerland/Zürich-Albisgütli,47.350869,8.510678,530,2012,2012-04-25,116
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,2012,2012-04-01,92
Switzerland/Zizers,46.931325,9.566175,600,2012,2012-04-03,94
Switzerland/Zürich-Witikon,47.3591,8.590272,620,2012,2012-04-13,104
Switzerland/Zweisimmen,46.555264,7.373433,965,2012,2012-05-05,126
Switzerland/L'Abergement,46.756178,6.490211,660,2013,2013-04-28,118
Switzerland/Adelboden,46.492022,7.561067,1350,2013,2013-05-14,134
Switzerland/Altdorf,46.872614,8.658569,470,2013,2013-04-18,108
Switzerland/Andeer,46.600961,9.422614,985,2013,2013-05-03,123
Switzerland/Appenzell,47.331994,9.415403,775,2013,2013-05-02,122
Switzerland/Aurigeno,46.236078,8.725292,350,2013,2013-04-17,107
Switzerland/Azmoos,47.076869,9.479753,480,2013,2013-04-22,112
Switzerland/Basel-Binningen,47.548594,7.582372,315,2013,2013-04-19,109
Switzerland/Bellelay,47.265314,7.165786,930,2013,2013-05-18,138
Switzerland/Birmensdorf,47.342472,8.444342,500,2013,2013-04-28,118
Switzerland/Biel,47.151194,7.254139,490,2013,2013-04-24,114
Switzerland/Bondo GR,46.337594,9.555908,825,2013,2013-05-05,125
Switzerland/Boudry,46.949492,6.834386,450,2013,2013-04-25,115
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,2013,2013-04-26,116
Switzerland/Bauma,47.364822,8.881672,640,2013,2013-04-28,118
Switzerland/Buchs,47.158028,9.469656,450,2013,2013-04-19,109
Switzerland/Cartigny,46.177483,6.014089,400,2013,2013-04-18,108
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,2013,2013-04-18,108
Switzerland/Changins,46.395917,6.229419,435,2013,2013-04-23,113
Switzerland/Chur,46.868244,9.5419,640,2013,2013-04-18,108
Switzerland/Chaumont,47.049108,6.978031,1150,2013,2013-05-18,138
Switzerland/Couvet,46.9213,6.637761,750,2013,2013-05-08,128
Switzerland/Diessenhofen,47.690281,8.744,410,2013,2013-04-30,120
Switzerland/Domat / Ems,46.834311,9.457442,580,2013,2013-04-17,107
Switzerland/Dornach,47.481642,7.611114,300,2013,2013-04-19,109
Switzerland/Döttingen,47.568867,8.249947,350,2013,2013-04-23,113
Switzerland/Disentis,46.699461,8.850803,1200,2013,2013-05-05,125
Switzerland/Eschen-Boja,47.218989,9.520044,580,2013,2013-04-24,114
Switzerland/Edlibach,47.179358,8.573208,750,2013,2013-04-28,118
Switzerland/Escholzmatt,46.898653,7.932344,910,2013,2013-05-07,127
Switzerland/Estavayer-le-Lac,46.841619,6.848706,450,2013,2013-04-30,120
Switzerland/Elm,46.921942,9.172731,1000,2013,2013-05-02,122
Switzerland/Entlebuch,46.987397,8.068953,765,2013,2013-05-05,125
Switzerland/Enges,47.056436,7.012192,820,2013,2013-05-17,137
Switzerland/Frauenfeld,47.560647,8.887883,405,2013,2013-04-22,112
Switzerland/Fiesch,46.400261,8.127792,1100,2013,2013-05-01,121
Switzerland/Flawil,47.415283,9.182167,630,2013,2013-04-28,118
Switzerland/Gadmen,46.736853,8.351842,1205,2013,2013-05-21,141
Switzerland/Grellingen,47.441186,7.597728,350,2013,2013-04-20,110
Switzerland/Gstaad,46.438214,7.269478,1100,2013,2013-05-15,135
Switzerland/Heiden,47.442925,9.533178,800,2013,2013-05-03,123
Switzerland/Hallau,47.698183,8.457489,430,2013,2013-04-27,117
Switzerland/Höfen,46.717125,7.569428,720,2013,2013-05-10,130
Switzerland/Horgen,47.265269,8.582169,450,2013,2013-05-02,122
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,2013,2013-04-27,117
Switzerland/Jenaz,46.928553,9.710558,800,2013,2013-04-26,116
Switzerland/Laufenburg,47.561031,8.063136,330,2013,2013-04-26,116
Switzerland/Locarno,46.169278,8.798214,200,2013,2013-04-15,105
Switzerland/Leysin,46.340108,7.009622,1250,2013,2013-05-24,144
Switzerland/Liddes,45.988267,7.180528,1350,2013,2013-05-21,141
Switzerland/Linthal,46.915883,8.993658,695,2013,2013-04-28,118
Switzerland/Liestal,47.481403,7.730519,350,2013,2013-04-18,108
Switzerland/Longirod,46.498772,6.26595,900,2013,2013-05-09,129
Switzerland/Le Locle,47.047992,6.754314,1020,2013,2013-05-29,149
Switzerland/Locarno-Monti,46.172556,8.787417,370,2013,2013-04-17,107
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,2013,2013-06-05,156
Switzerland/Luzern,47.062769,8.342442,580,2013,2013-04-28,118
Switzerland/Moudon,46.646331000000004,6.777689,600,2013,2013-04-27,117
Switzerland/Merishausen,47.763636,8.612414,540,2013,2013-04-26,116
Switzerland/Comprovasco / Motto,46.442531,8.950197,500,2013,2013-04-22,112
"Switzerland/Muri, AG",47.265317,8.332283,550,2013,2013-04-24,114
Switzerland/Moutier,47.279386,7.385775,530,2013,2013-05-03,123
Switzerland/Martina,46.884997,10.464608,1050,2013,2013-05-10,130
Switzerland/Murg,47.108222,9.217372,500,2013,2013-04-23,113
Switzerland/Näfels,47.092389,9.0719360000000009,440,2013,2013-04-25,115
Switzerland/Neuhausen,47.681939,8.615533,435,2013,2013-04-25,115
Switzerland/Orbe / Bochuz,46.722633,6.536061,485,2013,2013-04-26,116
Switzerland/Oeschberg,47.126578,7.613264,485,2013,2013-04-27,117
Switzerland/Oberehrendingen,47.481914,8.332208,490,2013,2013-04-26,116
Switzerland/Orvin,47.157753,7.214464,700,2013,2013-05-05,125
Switzerland/Osterfingen,47.656878,8.490242,410,2013,2013-04-26,116
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,2013,2013-05-12,132
Switzerland/Posieux,46.761672,7.098294,680,2013,2013-04-28,118
Switzerland/Prato-Sornico,46.394025,8.655608,750,2013,2013-04-17,107
"Switzerland/Stein, AR II",47.381969,9.348772,825,2013,2013-05-08,128
Switzerland/Rafz,47.620414,8.542733,515,2013,2013-04-25,115
"Switzerland/Raperswilen, TG",47.632486,9.048642,595,2013,2013-05-02,122
Switzerland/Les Rangiers,47.381992,7.215775,865,2013,2013-05-10,130
Switzerland/Rorschach,47.472492,9.494931,450,2013,2013-04-23,113
Switzerland/Scuol,46.794394,10.296356,1240,2013,2013-05-05,125
Switzerland/Schiers,46.965036,9.685814,800,2013,2013-04-26,116
Switzerland/Schönenwerd,47.365283,7.999019,450,2013,2013-05-02,122
Switzerland/Seon,47.338319,8.153353,550,2013,2013-04-26,116
Switzerland/Seewis Dorf,46.965358,9.632064,960,2013,2013-04-27,117
Switzerland/Sagno TI,45.857811,9.033789,670,2013,2013-04-19,109
Switzerland/Sargans II,47.050589,9.439256,480,2013,2013-04-23,113
Switzerland/Simplon-Dorf,46.195022,8.056794,1475,2013,2013-05-23,143
Switzerland/Sihlbrugg,47.219356,8.5767,480,2013,2013-04-28,118
Switzerland/Silenen,46.782531,8.669625,510,2013,2013-04-24,114
Switzerland/St. Luc,46.222336,7.594153,1650,2013,2013-05-14,134
Switzerland/Sarnen,46.894217,8.252236,500,2013,2013-04-23,113
Switzerland/Stampa,46.34585,9.595214,1000,2013,2013-05-03,123
Switzerland/Sta. Maria (Val Mustair),46.603092,10.421956,1390,2013,2013-05-08,128
Switzerland/Therwil,47.499697,7.558086,310,2013,2013-04-22,112
Switzerland/Trient,46.048003,6.993797,1300,2013,2013-05-10,130
Switzerland/Thusis,46.709511,9.44165,700,2013,2013-04-22,112
Switzerland/Vals,46.622889,9.182461,1250,2013,2013-05-12,132
Switzerland/Vergeletto,46.225417,8.605172,1100,2013,2013-05-04,124
Switzerland/Versoix,46.290431,6.137128,440,2013,2013-04-18,108
Switzerland/Villnachern,47.470556,8.154928,415,2013,2013-04-26,116
Switzerland/La Valsainte,46.648728,7.182475,1050,2013,2013-05-08,128
Switzerland/Wädenswil,47.223239,8.679778,480,2013,2013-05-03,123
"Switzerland/Wattwil, SG",47.289853,9.104422,625,2013,2013-05-07,127
Switzerland/Wetzikon,47.320664,8.814333,555,2013,2013-04-26,116
Switzerland/Wiliberg,47.279603,8.027331,650,2013,2013-04-30,120
Switzerland/Wildhaus,47.205022,9.352617,1100,2013,2013-05-10,130
"Switzerland/Wil, SG",47.461458,9.056733,600,2013,2013-04-28,118
Switzerland/Wolhusen,47.064342,8.071028,580,2013,2013-05-01,121
Switzerland/Worb BE,46.924433,7.577772,600,2013,2013-04-25,115
Switzerland/Winterthur,47.474228,8.795444,580,2013,2013-04-30,120
Switzerland/Wynau,47.256317,7.808556,450,2013,2013-04-26,116
Switzerland/Zürich-Albisgütli,47.350869,8.510678,530,2013,2013-04-23,113
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,2013,2013-04-24,114
Switzerland/Zizers,46.931325,9.566175,600,2013,2013-04-20,110
Switzerland/Zürich-Witikon,47.3591,8.590272,620,2013,2013-05-01,121
Switzerland/Zweisimmen,46.555264,7.373433,965,2013,2013-05-06,126
Switzerland/L'Abergement,46.756178,6.490211,660,2014,2014-04-06,96
Switzerland/Altdorf,46.872614,8.658569,470,2014,2014-03-31,90
Switzerland/Andeer,46.600961,9.422614,985,2014,2014-04-25,115
Switzerland/Appenzell,47.331994,9.415403,775,2014,2014-04-18,108
Switzerland/Aurigeno,46.236078,8.725292,350,2014,2014-04-07,97
Switzerland/Azmoos,47.076869,9.479753,480,2014,2014-04-04,94
Switzerland/Bellelay,47.265314,7.165786,930,2014,2014-04-28,118
Switzerland/Birmensdorf,47.342472,8.444342,500,2014,2014-04-08,98
Switzerland/Biel,47.151194,7.254139,490,2014,2014-04-03,93
Switzerland/Bondo GR,46.337594,9.555908,825,2014,2014-04-14,104
Switzerland/Boudry,46.949492,6.834386,450,2014,2014-04-06,96
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,2014,2014-04-06,96
Switzerland/Bauma,47.364822,8.881672,640,2014,2014-04-09,99
Switzerland/Buchs,47.158028,9.469656,450,2014,2014-03-24,83
Switzerland/Cartigny,46.177483,6.014089,400,2014,2014-04-02,92
Switzerland/Chardonne,46.474036,6.835272,500,2014,2014-04-10,100
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,2014,2014-04-02,92
Switzerland/Changins,46.395917,6.229419,435,2014,2014-04-06,96
Switzerland/Chur,46.868244,9.5419,640,2014,2014-03-25,84
Switzerland/Chaumont,47.049108,6.978031,1150,2014,2014-04-28,118
Switzerland/Couvet,46.9213,6.637761,750,2014,2014-04-20,110
Switzerland/Diessenhofen,47.690281,8.744,410,2014,2014-04-08,98
Switzerland/Domat / Ems,46.834311,9.457442,580,2014,2014-04-01,91
